DEPTH,GR,RHOB,NPHI,DT,PHIT,PERM
1.4651048078543412,-0.6269938548229482,0.5040658614571145,-0.004960515678618086,0.8814634009195658,37.33420709316618,1.3846832485032816
0.8241462359933961,1.0084686504212208,-1.3943772992188546,0.7386726052050036,-0.36450006021949416,38.0,1.0951383634637504
-0.7014087132846246,1.6837619318060126,-0.18416837457020047,1.3681138655127962,-0.03969137381331722,38.0,1.2450023872933098
1.0539757367764757,1.1334826355931151,-0.27111751093462294,-1.0883538717436496,1.3458199696171949,32.8511025908346,1.198856989883631
-1.645822535354503,1.2736620600290833,-0.0597547023589327,1.2096700630101394,-1.557998203435607,38.0,1.8034547774330363
0.9958223501326986,0.26936083888323525,0.11984516891570056,1.5434326195873402,-1.3479815158654151,38.0,1.2560044635765637
-0.18527895632826688,1.279567309648006,-0.05690255566145292,-0.5932886869737788,0.9591960625707263,37.837664335501785,0.915307847849041
0.42157105989796384,-1.2346007961854915,1.5816289524652638,-0.9161800932067616,1.2691892511278702,31.85140022507325,0.567215229025752
0.9835085872623001,-1.4339209822425034,1.2365397982473931,0.4952096301246068,-0.3250224071628358,36.41879063152052,0.9309834639735478
1.2260017853321212,1.2303853022794384,-0.7157873287604954,1.0055467172362127,-0.7568097857921942,38.0,1.4313341939403954
-1.2094291523426641,-1.0670892696154743,1.3788721188523783,0.512364645927053,-0.7516265948675532,38.0,0.8246103337007687
0.9955686612909037,-0.1479541786920933,-0.2118134830785325,0.5247620805558233,1.3297548429565178,38.0,0.5990885498412727
-0.5003940158391974,0.8853744144931692,-0.8094407344401706,-1.630664347463459,-0.8737848892339432,31.855168618944308,0.585310174978535
1.5170393626759653,-1.3206182257356482,-0.39416294103397215,-1.3335293663743553,1.0219091051394271,33.548627242781684,1.3551389936088007
1.0650694432636119,1.5393087847556122,-0.8802121973148883,0.9574865970256684,-1.5235430832411967,38.0,1.777818218546169
-0.32897278444063976,-0.42804420566300344,-0.21888040738386608,-0.7635693644927721,-1.4301626964916099,35.690075599742485,1.5955610525332238
0.9849723091124234,-0.11323035104341932,-0.3120382565404239,0.1520823051848529,1.0632424977220942,38.0,1.7428997561802806
-0.9791838471084773,0.961749944981359,1.2934112093811847,1.1975576431442105,-0.5286561446975491,38.0,1.7872230503384026
0.9733802840483341,0.6955157292723622,-0.4734925218021864,-0.3415108955133336,0.9407937464515169,36.83096405323765,1.4335606485319885
-1.3285321999979798,0.10974108892384417,1.1897539327821378,-1.3465767056961668,1.5083227171256341,31.329847677230305,0.9233467355767535
0.7116035431162575,-0.017411564395648803,1.2046256975507277,0.7886788912765439,-1.2975255110112727,38.0,0.9649965571925193
1.7201434756953733,0.21461069478193606,-0.5673044479393887,0.3253482082951349,-0.8522289302190592,38.0,1.15811357740489
0.3641128670012591,0.46901799312806525,0.2623354669487778,-1.3834450811279548,-1.4531482897229293,29.060495004646853,1.4003892174626122
1.4020538177913586,0.8415192407784904,-1.0742892537403088,0.5590523749714482,-0.3779053561404496,38.0,0.9384295869377589
0.1637419313873723,-0.09340964475952557,-0.6899453860244387,1.4576989485304768,-0.8320358005327578,38.0,1.5958501433736771
0.6004112568984099,0.8224104459072284,-1.1389104291456107,1.2999629628269056,-1.4374976541932207,38.0,0.8303663014736409
1.426013205690482,0.5125657103202372,-0.27291541936898334,0.5503502336929466,0.7197399949215988,38.0,1.4015211150554852
1.1282644345075354,0.3768265380286685,0.5606546243804971,-1.4665117479194967,0.4314721081084247,30.137690485784532,1.1174616229661358
0.9554585969024405,0.28581517288569924,0.07740319591967287,-0.14317664493501123,1.6193076455592836,37.20644308729058,1.363450905863207
0.7794422284695067,-0.6608421491143831,-1.0561466676330606,0.8643500393702642,-1.0962482299684675,38.0,0.717054527226529
0.8271165442667865,-0.4884363399453667,0.4810884357215622,-0.18757868055997826,1.104073031610771,35.66640765448275,1.5170663152076775
-1.2602517767037549,-1.0175594440504616,1.548828568444164,0.5363968748927737,1.125792083265282,35.28500550429929,0.23381422293156728
-0.2754565640690748,0.9477805733398958,0.5127927894193247,1.0459514720574898,0.8994875745911891,38.0,2.100775744980327
-1.0802282372440513,0.6988144768394683,1.1211910911434968,-1.479343638671294,1.6023431264350014,27.20141548915112,0.6116677702498838
0.15919125849886817,-0.5456162768760725,0.03393816549888766,-1.059816522880291,0.46503039649687067,31.33656382890329,0.4690186494385218
-1.1664843993162843,-0.561662422421518,1.0132770116386558,1.5945939774206337,-0.4939525178475883,38.0,0.9406584681632927
-0.3138558537291726,1.0249680746438254,0.14205064857560828,1.3463966185164669,-0.24800634846967226,38.0,1.2421240244579956
1.3708738410721584,1.0859558748589129,1.046613967300752,1.1740905556464318,1.2781397073344924,38.0,1.8164859320443318
-0.9472238884431416,-1.058161080012042,0.34257208162317754,-1.0197449857019476,1.6692737193225733,34.48955956693469,1.0123342010660379
-1.535080951579058,1.2787384476272161,0.3779652467588207,0.084919198070625,-0.10795395949391154,38.0,1.6135726655233569
1.1654978175415691,-0.9031792701162319,-0.9118752781570102,1.5588395226395109,0.3187925103013473,38.0,1.0511579100056343
0.801006432080234,-0.04163493982187139,1.4127595777605424,-0.10039133174268905,0.6282403660865566,31.368511140994137,0.41499746497557144
-0.19279060777406698,-1.0264638430040403,1.2906117607507699,-0.5285316955982867,-1.2274721803718698,30.72160172677296,0.04427182754363897
0.8547501546955013,-1.6384836471807882,-1.5603644807502468,1.2363400685672652,1.0556530037014598,38.0,1.0324914124085938
1.4793115917331026,-0.4523274477797944,-1.5213791194030988,0.5000772822359301,-0.7623349984278232,38.0,1.2588599052406844
1.1613937526091096,-1.406085234327461,-1.058209996212516,-0.03998049276890608,-1.3149329298771955,38.0,1.1170530038581707
-0.9532871847425362,0.8288929915039513,-0.643493369248806,-0.16016587954947592,1.60046318137591,38.0,1.3309003697478916
